Entity,Code,Year,Coal,Gas,Oil
Algeria,DZA,1965,0.8141,7.4305,15.40525194
Algeria,DZA,1966,0.79084,7.71925,20.27270528
Algeria,DZA,1967,0.60476,7.48825,18.94203111
Algeria,DZA,1968,0.63965,7.87325,20.16730139
Algeria,DZA,1969,0.8141,10.3516875,21.30593
Algeria,DZA,1970,0.96529,9.730875,24.34768083
Algeria,DZA,1971,0.26749,11.0495,27.44005028
Algeria,DZA,1972,0.2326,12.830125,30.12141417
Algeria,DZA,1973,0.26749,17.8591875,32.900345
Algeria,DZA,1974,0.22097,20.6745,36.54384083
Algeria,DZA,1975,0.27912,28.49,40.6306675
Algeria,DZA,1976,0.54661,33.6875,46.7177325
Algeria,DZA,1977,0.70943,35.90125,52.80649361
Algeria,DZA,1978,0.36053,57.65375,54.60794472
Algeria,DZA,1979,0.83736,81.52375,65.31861722
Algeria,DZA,1980,0.74432,109.43625,66.20243
Algeria,DZA,1981,0.52335,142.2575,71.32307278
Algeria,DZA,1982,9.71105,161.41125,75.57341778
Algeria,DZA,1983,8.66435,176.715,84.89242111
Algeria,DZA,1984,9.60638,155.25125,94.00200639
Algeria,DZA,1985,10.02506,153.8075,96.55380306
Algeria,DZA,1986,10.29255,168.4375,98.02125417
Algeria,DZA,1987,12.30454,172.2875,99.10052389
Algeria,DZA,1988,11.57185,194.13625,99.17259861
Algeria,DZA,1989,9.78083,182.6825,103.9366611
Algeria,DZA,1990,7.66417,195.09875,111.8116158
Algeria,DZA,1991,7.9084,192.6925,110.6277861
Algeria,DZA,1992,9.39704,198.94875,111.2926556
Algeria,DZA,1993,7.65254,178.54375,110.7548767
Algeria,DZA,1994,7.2106,188.16875,106.0508958
Algeria,DZA,1995,7.2106,202.22125,103.1422828
Algeria,DZA,1996,3.39596,207.7075,98.42207972
Algeria,DZA,1997,5.95456,194.04,97.64341944
Algeria,DZA,1998,6.37324,200.68125,100.6587481
Algeria,DZA,1999,6.82681,205.10875,98.89834583
Algeria,DZA,2000,5.64055,191.0129375,103.1324797
Algeria,DZA,2001,6.5128,197.322125,106.7753339
Algeria,DZA,2002,8.54805,194.838875,118.3972297
Algeria,DZA,2003,7.04778,205.9316875,123.1741181
Algeria,DZA,2004,8.40849,211.8991875,128.7468303
Algeria,DZA,2005,6.90822,223.559875,134.2133849
Algeria,DZA,2006,10.25766,228.4975,139.8457208
Algeria,DZA,2007,8.80391,233.8068145,156.3899965
Algeria,DZA,2008,8.80391,244.041875,169.9158964
Algeria,DZA,2009,5.65218,262.117625,180.1344294
Algeria,DZA,2010,3.6053,253.27225,180.048855
Algeria,DZA,2011,3.19825,267.969625,192.2276531
Algeria,DZA,2012,3.39596,298.74075,204.3952678
Algeria,DZA,2013,1.83754,321.215125,213.576385
Algeria,DZA,2014,2.08177,360.91825,221.9251528
Algeria,DZA,2015,1.54679,379.225,236.1484833
Algeria,DZA,2016,0.56987,385.9625,229.4410393
Algeria,DZA,2017,2.11666,388.85,225.3893039
Algeria,DZA,2018,2.11666,427.35,228.1965042
Argentina,ARG,1965,8.455049187,41.234,260.1392938
Argentina,ARG,1966,6.971818299,44.6572,268.564802
Argentina,ARG,1967,7.840396989,46.69945,275.1866263
Argentina,ARG,1968,7.619035275,51.999575,281.0074773
Argentina,ARG,1969,9.122169996,51.805075,291.9817539
Argentina,ARG,1970,11.72259838,58.5445,262.1598021
Argentina,ARG,1971,10.27754203,63.202775,279.97511
Argentina,ARG,1972,8.651294899,70.924425,280.3572517
Argentina,ARG,1973,9.496521979,80.707775,281.3179053
Argentina,ARG,1974,11.82592186,85.4244,282.3039697
Argentina,ARG,1975,11.51094029,87.525,265.9402667
Argentina,ARG,1976,11.64258521,98.51425,276.2617031
Argentina,ARG,1977,11.00850308,102.8905,291.2396456
Argentina,ARG,1978,13.41919536,100.07025,291.2290322
Argentina,ARG,1979,12.50167383,102.8905,308.0486372
Argentina,ARG,1980,11.14458963,112.12925,288.2583256
Argentina,ARG,1981,10.56046721,117.18625,267.2337128
Argentina,ARG,1982,10.66607615,133.13525,256.3210303
Argentina,ARG,1983,9.679963225,143.152,260.9379081
Argentina,ARG,1984,7.185223694,152.39075,245.9877603
Argentina,ARG,1985,10.59960576,155.69725,222.503685
Argentina,ARG,1986,12.10934933,168.2425,255.5804422
Argentina,ARG,1987,13.43967278,168.33975,272.7829917
Argentina,ARG,1988,13.77234964,196.6395,272.0292644
Argentina,ARG,1989,14.90276818,206.559,246.7896619
Argentina,ARG,1990,12.26613219,197.32025,233.4430894
Argentina,ARG,1991,10.79401248,200.9185,240.5023356
Argentina,ARG,1992,12.16816364,217.2565,254.0439131
Argentina,ARG,1993,8.06998722,229.41275,251.6274694
Argentina,ARG,1994,7.06510699,235.83125,243.2389122
Argentina,ARG,1995,7.414152414,262.47775,241.9011861
Argentina,ARG,1996,7.766816144,301.18325,251.4241825
Argentina,ARG,1997,6.127714017,277.5515,251.7288019
Argentina,ARG,1998,8.237409362,296.70975,257.2918011
Argentina,ARG,1999,9.885469541,314.701,239.5655147
Argentina,ARG,2000,7.512647303,322.96725,241.9766647
Argentina,ARG,2001,6.15685228,302.35025,233.1143019
Argentina,ARG,2002,4.586296492,294.37575,214.8734658
Argentina,ARG,2003,5.593864633,336.2905,221.1438922
Argentina,ARG,2004,9.51981942,368.09125,232.6472844
Argentina,ARG,2005,10.96164495,392.89,247.2868366
Argentina,ARG,2006,9.923820577,406.505,259.9601497
Argentina,ARG,2007,14.3603611,427.122,288.7588944
Argentina,ARG,2008,17.51606873,431.88725,296.9551533
Argentina,ARG,2009,9.620938058,418.3555827,290.8211697
Argentina,ARG,2010,13.47208005,420.8741656,332.2558711
Argentina,ARG,2011,14.61864526,438.3978869,335.5531422
Argentina,ARG,2012,13.66918058,456.6420934,350.6074497
Argentina,ARG,2013,14.93930272,460.2768897,376.2489253
Argentina,ARG,2014,15.8917166,461.5497906,371.1832639
Argentina,ARG,2015,15.81412928,466.5256827,382.6846638
Argentina,ARG,2016,12.18864135,482.1001119,375.8124219
Argentina,ARG,2017,12.52528818,483.0002855,372.5901066
Argentina,ARG,2018,14.15784093,487.0423968,350.2232473
Australia,AUS,1965,202.0277778,0.029475,181.1174839
Australia,AUS,1966,209.3888889,0.0393,214.0475519
Australia,AUS,1967,215.25,0.0393,234.3877667
Australia,AUS,1968,221.6944444,0.304575,255.2849878
Australia,AUS,1969,229.2777778,4.1265,262.4481239
Australia,AUS,1970,231.6944444,17.30397462,290.1954217
Australia,AUS,1971,232.5694444,25.82667936,305.5445647
Australia,AUS,1972,242.9305556,37.07426286,311.0333556
Australia,AUS,1973,252.9861111,47.06879993,331.8929542
Australia,AUS,1974,264.0694444,53.7019902,351.7351633
Australia,AUS,1975,272.5416667,57.66997059,348.1045194
Australia,AUS,1976,281.7916667,68.07721739,355.8214853
Australia,AUS,1977,294.1805556,77.76843766,372.6007575
Australia,AUS,1978,301.8611111,83.72538065,375.3140162
Australia,AUS,1979,315.5416667,96.37518278,381.8075655
Australia,AUS,1980,324.7638889,110.6658791,366.1850965
Australia,AUS,1981,333.1388889,119.9443896,354.343326
Australia,AUS,1982,336.6805556,116.9808353,355.9768033
Australia,AUS,1983,336.5555556,127.0748205,349.8237089
Australia,AUS,1984,355.9027778,125.3172638,366.4661316
Australia,AUS,1985,368.1388889,133.9526234,350.072835
Australia,AUS,1986,377.4861111,146.3292813,358.2831075
Australia,AUS,1987,393.3611111,149.3945909,365.104736
Australia,AUS,1988,413.7638889,152.9933955,382.4276457
Australia,AUS,1989,433.9583333,166.8756415,396.1745837
Australia,AUS,1990,444.3472222,167.7594772,401.9413761
Australia,AUS,1991,453.2638889,160.8210097,390.8266081
Australia,AUS,1992,455.9583333,166.3695702,392.5544354
Australia,AUS,1993,458.8888889,172.493433,412.4857567
Australia,AUS,1994,468.2638889,191.5665674,428.1422427
Australia,AUS,1995,484.1666667,193.4156921,441.5615362
Australia,AUS,1996,503.9583333,194.8266326,448.4538748
Australia,AUS,1997,529.4583333,191.3050511,456.5346415
Australia,AUS,1998,553.0833333,196.9532064,455.9733081
Australia,AUS,1999,587.3693573,201.7405366,470.1473396
Australia,AUS,2000,591.5835925,205.5507952,467.6580082
Australia,AUS,2001,585.6118882,221.6931911,470.6470226
Australia,AUS,2002,598.7945456,228.1481705,469.1008973
Australia,AUS,2003,615.944215,229.9428928,468.7942184
Australia,AUS,2004,641.8300979,234.5360094,482.0792745
Australia,AUS,2005,638.1289183,232.589823,480.4815087
Australia,AUS,2006,655.4123629,259.4306309,519.5187842
Australia,AUS,2007,649.7283743,290.198155,517.159155
Australia,AUS,2008,677.3041072,285.3495793,525.3902248
Australia,AUS,2009,654.9699776,291.364343,528.4655909
Australia,AUS,2010,607.5224584,337.8362544,530.4542553
Australia,AUS,2011,592.1726028,352.8308142,560.0560755
Australia,AUS,2012,555.3424908,353.9067949,576.5696531
Australia,AUS,2013,527.9813798,371.7348249,580.1941926
Australia,AUS,2014,522.9722737,400.9991719,588.3043574
Australia,AUS,2015,540.8229108,421.0696996,564.1778433
Australia,AUS,2016,541.1353486,417.2607232,584.5295596
Australia,AUS,2017,524.1236081,412.4223851,594.324935
Australia,AUS,2018,514.9354787,413.9666804,620.2646798
Austria,AUT,1965,59.11489975,17.5286469,65.29747472
Austria,AUT,1966,56.46759639,18.82103423,71.78885833
Austria,AUT,1967,53.45090186,18.03168372,76.54811194
Austria,AUT,1968,52.77368472,19.2289696,88.46606722
Austria,AUT,1969,51.93639807,23.32915692,97.22599444
Austria,AUT,1970,55.85416667,28.29800212,107.0436464
Austria,AUT,1971,51.23361111,32.50664671,119.6070261
Austria,AUT,1972,46.45388889,35.12975247,129.1228742
Austria,AUT,1973,46.16972222,38.61119905,139.9278111
Austria,AUT,1974,48.72277778,41.85197003,125.2276789
Austria,AUT,1975,42.34055556,41.80161878,126.5592581
Austria,AUT,1976,45.06,47.61011261,137.4113308
Austria,AUT,1977,37.80027778,48.52033778,131.5865406
Austria,AUT,1978,38.40222222,50.46823852,141.5696969
Austria,AUT,1979,41.68611111,50.04036632,147.4087608
Austria,AUT,1980,42.83472222,48.0739765,143.8874489
Austria,AUT,1981,43.85,45.8240979,130.6308858
Austria,AUT,1982,41.70555556,44.35526508,123.9007911
Austria,AUT,1983,44.65583333,45.25705936,120.0797844
Austria,AUT,1984,50.88638889,50.38988888,116.7984647
Austria,AUT,1985,50.815,53.99160456,116.9859242
Austria,AUT,1986,45.3025,52.42126504,123.2182992
Austria,AUT,1987,44.93944444,54.68577823,126.860345
Austria,AUT,1988,43.03388889,52.3850293,125.9779717
Austria,AUT,1989,43.22805556,56.2598196,124.2222056
Austria,AUT,1990,47.64055556,61.93490335,129.2767336
Austria,AUT,1991,49.97222222,65.66419151,139.5514964
Austria,AUT,1992,38.88202442,64.48223413,135.9098478
Austria,AUT,1993,34.95875014,67.81245149,137.0450386
Austria,AUT,1994,35.45444444,69.75149418,135.8299486
Austria,AUT,1995,40.33864167,76.15716024,135.5836772
Austria,AUT,1996,40.51019156,81.06087999,140.2551231
Austria,AUT,1997,42.96853033,78.12571623,142.4776136
Austria,AUT,1998,37.83,80.20729149,147.9189211
Austria,AUT,1999,37.56991632,81.92762838,145.4086703
Austria,AUT,2000,42.47900526,78.20515413,142.3945208
Austria,AUT,2001,43.8811335,82.88196084,154.5283944
Austria,AUT,2002,44.57971166,81.48536942,157.7923225
Austria,AUT,2003,47.54769431,89.62971845,170.7300228
Austria,AUT,2004,46.5763065,90.49233753,166.1619083
Austria,AUT,2005,46.43804771,95.27706434,166.30396
Austria,AUT,2006,46.39797052,89.53200784,169.0667598
Austria,AUT,2007,44.8595934,84.70895417,160.0017744
Austria,AUT,2008,44.31640889,90.68554873,159.6046232
Austria,AUT,2009,33.39078428,88.31913874,153.5323705
Austria,AUT,2010,39.26067949,96.12812106,159.7845307
Austria,AUT,2011,40.31963643,90.41806703,148.6663043
Austria,AUT,2012,37.45485105,86.24141591,148.1554038
Austria,AUT,2013,38.09631303,82.00461133,150.2296159
Austria,AUT,2014,34.89556327,75.10975575,146.255184
Austria,AUT,2015,37.71359294,79.68095001,146.7692494
Austria,AUT,2016,34.97959568,83.42190282,149.7139853
Austria,AUT,2017,36.25200828,90.69853848,152.3560323
Austria,AUT,2018,33.21807673,86.86918911,155.9413265
Azerbaijan,AZE,1985,1.06996,132.5997198,97.18554771
Azerbaijan,AZE,1986,1.06996,147.3308555,101.8173707
Azerbaijan,AZE,1987,1.06996,145.512618,95.82690843
Azerbaijan,AZE,1988,1.06996,143.6943805,98.14325084
Azerbaijan,AZE,1989,1.06996,150.972205,95.70121543
Azerbaijan,AZE,1990,1.03507,153.9701032,100.3948284
Azerbaijan,AZE,1991,0.77921,147.3308555,96.80112789
Azerbaijan,AZE,1992,0.13956,114.5830826,94.31946958
Azerbaijan,AZE,1993,0.03489,84.57972714,94.05540739
Azerbaijan,AZE,1994,0.04652,79.12014012,86.15902393
Azerbaijan,AZE,1995,0.03489,78.20858407,77.67719962
Azerbaijan,AZE,1996,0.03489,57.29641593,69.77202252
Azerbaijan,AZE,1997,0.03489,54.56662242,66.4026846
Azerbaijan,AZE,1998,0,50.92039823,69.87349348
Azerbaijan,AZE,1999,0,54.56662242,66.9886925
Azerbaijan,AZE,2000,0,52.74351032,74.26630526
Azerbaijan,AZE,2001,0.03489,75.65427729,47.27034085
Azerbaijan,AZE,2002,0.02326,75.86876106,43.51946611
Azerbaijan,AZE,2003,0.03489,77.79911504,50.59969417
Azerbaijan,AZE,2004,0.0106996,91.227915,54.57310389
Azerbaijan,AZE,2005,0.0374486,94.23216,63.79851139
Azerbaijan,AZE,2006,0.0374486,99.616005,57.11257998
Azerbaijan,AZE,2007,0.057333333,87.70809,53.85485951
Azerbaijan,AZE,2008,0.043,100.345749,43.05569611
Azerbaijan,AZE,2009,0.043,85.681464,40.15004603
Azerbaijan,AZE,2010,0.0645,81.4487505,39.63645517
Azerbaijan,AZE,2011,0.057333333,89.201289,48.58157286
Azerbaijan,AZE,2012,0.043,93.6144555,50.81020803
Azerbaijan,AZE,2013,0.035833333,94.029894,55.30414125
Azerbaijan,AZE,2014,0.0215,98.54446055,54.2941588
Azerbaijan,AZE,2015,0.035833333,111.465525,55.10190243
Azerbaijan,AZE,2016,0.014333333,109.306475,54.73497829
Azerbaijan,AZE,2017,0.014294171,106.16605,55.22210767
Azerbaijan,AZE,2018,0.014294171,108.158125,54.0765517
Bangladesh,BGD,1965,0,0,
Bangladesh,BGD,1966,0,0,
Bangladesh,BGD,1967,0,0,
Bangladesh,BGD,1968,0,0,
Bangladesh,BGD,1969,0,0,
Bangladesh,BGD,1970,0,0,
Bangladesh,BGD,1971,0,0,8.135291667
Bangladesh,BGD,1972,1.08698632,4.39614,9.919017778
Bangladesh,BGD,1973,1.41251002,6.08249,11.208105
Bangladesh,BGD,1974,1.25556317,6.68725,11.65956444
Bangladesh,BGD,1975,1.45319176,6.72214,13.631795
Bangladesh,BGD,1976,1.43575839,8.85043,14.74887528
Bangladesh,BGD,1977,1.49970013,9.87387,14.52280611
Bangladesh,BGD,1978,1.45319176,10.89731,15.46012139
Bangladesh,BGD,1979,1.08118295,12.53714,17.11233667
Bangladesh,BGD,1980,1.4443297,14.11882,19.29100278
Bangladesh,BGD,1981,1.48477884,13.61385658,19.89294139
Bangladesh,BGD,1982,1.79867254,17.67484683,19.62132194
Bangladesh,BGD,1983,1.01798553,19.667185,17.54749472
Bangladesh,BGD,1984,0.40738727,22.70066295,17.68205278
Bangladesh,BGD,1985,0.56964903,25.78047435,19.738765
Bangladesh,BGD,1986,0.86029436,29.070149,21.27548722
Bangladesh,BGD,1987,1.35437165,34.15592605,20.94548556
Bangladesh,BGD,1988,1.39506502,40.20107798,20.98426167
Bangladesh,BGD,1989,1.45319176,42.4986718,22.94195333
Bangladesh,BGD,1990,3.27258896,45.742013,22.22782278
Bangladesh,BGD,1991,1.04630458,47.10748691,20.62286083
Bangladesh,BGD,1992,0.98236284,51.37016392,23.00426278
Bangladesh,BGD,1993,0.36620544,57.50253175,25.76916806
Bangladesh,BGD,1994,0.34295707,60.98571668,26.85683083
Bangladesh,BGD,1995,3.73179951,67.42334015,34.85348583
Bangladesh,BGD,1996,2.04610079,72.36466587,35.60648278
Bangladesh,BGD,1997,3.75505951,71.13274131,40.8769375
Bangladesh,BGD,1998,1.08117132,76.86446111,45.05575333
Bangladesh,BGD,1999,0.53477066,83.80357599,40.18384917
Bangladesh,BGD,2000,3.83643462,90.58188656,39.48772389
Bangladesh,BGD,2001,4.06894158,101.4320894,47.16673472
Bangladesh,BGD,2002,4.2491368,106.7113767,47.36441297
Bangladesh,BGD,2003,4.06312658,114.7842983,49.09642496
Bangladesh,BGD,2004,4.06894158,123.4023192,46.3294225
Bangladesh,BGD,2005,5.59190171,132.6335769,46.62285562
Bangladesh,BGD,2006,5.4814516,143.633682,47.122961
Bangladesh,BGD,2007,7.19039869,153.3637056,44.55946847
Bangladesh,BGD,2008,7.45779565,163.7642015,45.27263173
Bangladesh,BGD,2009,9.00399252,187.4673831,42.3315198
Bangladesh,BGD,2010,9.40507633,192.5372713,47.16089253
Bangladesh,BGD,2011,8.48084023,195.821495,60.94240729
Bangladesh,BGD,2012,10.49206265,213.3627925,65.03846881
Bangladesh,BGD,2013,11.49220776,219.5278663,63.67340162
Bangladesh,BGD,2014,10.76526298,230.2227158,71.49221476
Bangladesh,BGD,2015,26.40278653,258.5406276,75.66558556
Bangladesh,BGD,2016,19.7808855,264.5094657,82.15150547
Bangladesh,BGD,2017,22.12835448,266.5808432,91.31981399
Bangladesh,BGD,2018,24.79608175,283.6543771,104.691576
Belarus,BLR,1985,25.11237988,86.53183874,296.3403498
Belarus,BLR,1986,27.47188591,88.1887119,350.1186241
Belarus,BLR,1987,26.71053959,99.54344149,346.3062443
Belarus,BLR,1988,28.61634615,115.2603343,335.4691491
Belarus,BLR,1989,28.09226911,121.3823402,314.1269071
Belarus,BLR,1990,24.71020285,129.3250344,290.4779854
Belarus,BLR,1991,23.47315464,135.3487512,280.8930149
Belarus,BLR,1992,19.55019282,157.1782891,239.2920422
Belarus,BLR,1993,16.79005655,145.8329204,170.5467767
Belarus,BLR,1994,11.76375663,127.4856244,138.3785575
Belarus,BLR,1995,11.06991083,115.2603343,125.5590172
Belarus,BLR,1996,13.43456895,121.3823402,123.469095
Belarus,BLR,1997,14.15712922,138.840354,107.8603011
Belarus,BLR,1998,12.5638117,140.5908358,102.0934069
Belarus,BLR,1999,11.65645572,143.2118781,93.60938944
Belarus,BLR,2000,11.57172554,151.9362045,91.81580694
Belarus,BLR,2001,8.308523856,151.0656441,89.50944556
Belarus,BLR,2002,7.837448191,155.4278073,93.03176111
Belarus,BLR,2003,7.376771581,152.806765,94.97137611
Belarus,BLR,2004,7.225938039,185.3436877,94.81603167
Belarus,BLR,2005,7.97985377,190.0266179,88.34511333
Belarus,BLR,2006,7.144689956,193.9477679,103.0758461
Belarus,BLR,2007,8.080224094,194.7153589,94.19574361
Belarus,BLR,2008,7.532653863,199.4145133,93.50169833
Belarus,BLR,2009,7.176777276,169.3198132,108.2693022
Belarus,BLR,2010,7.507348835,207.2836283,87.54855194
Belarus,BLR,2011,9.018614864,192.2618486,99.31589167
Belarus,BLR,2012,9.19935326,194.1009833,121.4540256
Belarus,BLR,2013,9.764290977,192.7027729,83.72967472
Belarus,BLR,2014,9.686454876,191.2143953,95.03483028
Belarus,BLR,2015,8.61382928,178.9891052,81.061215
Belarus,BLR,2016,9.46407532,177.8751622,79.70569583
Belarus,BLR,2017,9.788640708,182.0875516,78.25711853
Belarus,BLR,2018,11.12969398,193.1908293,79.10256429
Belgium,BEL,1965,222.9371546,0.735,188.4647594
Belgium,BEL,1966,203.3709941,1.3265,192.2603169
Belgium,BEL,1967,199.5972506,5.0555,212.0316414
Belgium,BEL,1968,206.0641782,12.299,246.159215
Belgium,BEL,1969,200.6903514,25.335,284.0069592
Belgium,BEL,1970,189.1344927,39.75175,309.8156486
Belgium,BEL,1971,156.6169524,54.81475,317.5064408
Belgium,BEL,1972,149.5834419,69.1135,343.4724744
Belgium,BEL,1973,125.5278178,83.07225,360.6342989
Belgium,BEL,1974,134.2674401,97.35675,317.6840153
Belgium,BEL,1975,100.2789675,96.19475,301.48973
Belgium,BEL,1976,104.5037722,101.6115,314.4824817
Belgium,BEL,1977,105.9952703,99.9695,309.3097308
Belgium,BEL,1978,108.5440579,99.1245,330.0505217
Belgium,BEL,1979,120.9353178,108.30525,328.0173483
Belgium,BEL,1980,121.9145065,103.6315,303.1726806
Belgium,BEL,1981,126.2925644,95.5805,277.8809539
Belgium,BEL,1982,126.4905106,79.68625,263.1248936
Belgium,BEL,1983,107.9401262,82.80875,238.7555064
Belgium,BEL,1984,125.1785374,85.4505,231.0120811
Belgium,BEL,1985,124.8266889,85.864,234.4788778
Belgium,BEL,1986,106.5094612,77.095,264.9442133
Belgium,BEL,1987,105.993144,85.0165,266.8484003
Belgium,BEL,1988,107.1084978,83.906,275.2270936
Belgium,BEL,1989,112.5345232,93.24425,270.3055536
Belgium,BEL,1990,123.6317265,95.6985,287.7618471
Belgium,BEL,1991,118.261039,102.078,308.064684
Belgium,BEL,1992,105.8402455,105.20125,313.1127725
Belgium,BEL,1993,100.2586247,110.093,308.069375
Belgium,BEL,1994,107.7656734,112.576,336.8196853
Belgium,BEL,1995,102.9293961,124.5255,333.3813998
Belgium,BEL,1996,98.50768168,138.42075,361.4771886
Belgium,BEL,1997,91.9622479,132.04475,369.6636981
Belgium,BEL,1998,91.4768117,144.644,375.1413764
Belgium,BEL,1999,80.15169215,154.46025,362.3728223
Belgium,BEL,2000,88.68364623,155.26275,371.548506
Belgium,BEL,2001,84.47443522,153.376,377.332812
Belgium,BEL,2002,72.41641633,158.32525,379.2850294
Belgium,BEL,2003,70.04909494,168.66575,400.0413174
Belgium,BEL,2004,65.15431869,171.88,404.5344382
Belgium,BEL,2005,59.86575064,168.93475,405.2502436
Belgium,BEL,2006,59.07674818,173.889,404.7354982
Belgium,BEL,2007,53.98672749,175.19025,409.320266
Belgium,BEL,2008,53.31606028,174.0145,428.6724419
Belgium,BEL,2009,34.34512287,175.7406582,388.5650737
Belgium,BEL,2010,43.60049784,194.04,404.4601476
Belgium,BEL,2011,41.04895725,165.24,377.5732015
Belgium,BEL,2012,38.66264407,167.4,366.3657826
Belgium,BEL,2013,39.80137226,165.33,375.7094086
Belgium,BEL,2014,38.92562163,144.63,372.0693005
Belgium,BEL,2015,39.27035809,158.499,383.0128712
Belgium,BEL,2016,37.11259767,161.892,391.5066705
Belgium,BEL,2017,36.32195538,164.115,392.3579788
Belgium,BEL,2018,38.10953021,168.741,396.333592
Brazil,BRA,1965,20.17805,0.513421531,177.7305761
Brazil,BRA,1966,21.8644,0.60040261,193.7975992
Brazil,BRA,1967,22.59709,0.678715993,199.9917336
Brazil,BRA,1968,22.23656,0.71728977,240.1961561
Brazil,BRA,1969,24.81842,0.755964923,263.5677119
Brazil,BRA,1970,28.34479561,0.811012389,299.3607823
Brazil,BRA,1971,28.53244036,1.277344513,330.1722001
Brazil,BRA,1972,30.03591174,1.753814292,380.4058423
Brazil,BRA,1973,29.5185605,2.007255664,467.2503333
Brazil,BRA,1974,31.31228194,3.862446504,503.0194177
Brazil,BRA,1975,37.22524783,4.196989115,519.0511773
Brazil,BRA,1976,39.72639494,4.835661372,561.4130372
Brazil,BRA,1977,50.38603691,6.031904646,577.0877588
Brazil,BRA,1978,57.93501476,7.937783761,632.8061559
Brazil,BRA,1979,62.92865975,8.698107876,669.0127609
Brazil,BRA,1980,68.64476197,10.16806783,649.1831001
Brazil,BRA,1981,67.15785672,9.123889381,618.9753276
Brazil,BRA,1982,70.99180348,13.03702416,634.3433012
Brazil,BRA,1983,79.83681,17.62938181,612.0213471
Brazil,BRA,1984,98.59130966,20.51861345,628.0431197
Brazil,BRA,1985,116.5480431,25.73950571,645.9692395
Brazil,BRA,1986,117.9925042,29.9871831,723.916326
Brazil,BRA,1987,123.5547914,33.47453637,744.1784218
Brazil,BRA,1988,126.2678338,33.69756478,759.9933463
Brazil,BRA,1989,125.2914789,34.54912779,770.8671595
Brazil,BRA,1990,111.6207904,31.4551358,754.6648535
Brazil,BRA,1991,127.9635419,32.70060752,765.3003811
Brazil,BRA,1992,124.1800143,37.04399451,818.0649081
Brazil,BRA,1993,127.9362688,43.39462703,851.2372905
Brazil,BRA,1994,131.3316494,47.39170159,908.6349703
Brazil,BRA,1995,137.7298224,52.30494643,947.6035922
Brazil,BRA,1996,142.1191353,57.62748896,1006.215905
Brazil,BRA,1997,142.9712617,62.62491689,1072.410625
Brazil,BRA,1998,140.0402208,65.63152229,1113.016858
Brazil,BRA,1999,141.8077968,77.8804553,1128.980605
Brazil,BRA,2000,151.1814893,97.0450526,1101.484192
Brazil,BRA,2001,148.7880045,122.861939,1114.820948
Brazil,BRA,2002,144.0103916,145.1625196,1101.96185
Brazil,BRA,2003,149.4187289,162.4729199,1067.916668
Brazil,BRA,2004,156.6568869,193.2248372,1109.230632
Brazil,BRA,2005,151.0846026,201.2711569,1137.169296
Brazil,BRA,2006,148.9739738,211.697817,1151.894609
Brazil,BRA,2007,157.8717215,218.0163641,1224.368557
Brazil,BRA,2008,160.1323555,256.6088546,1309.832327
Brazil,BRA,2009,129.2071603,206.686138,1312.9231
Brazil,BRA,2010,168.1976407,275.7677926,1428.03757
Brazil,BRA,2011,179.6697005,274.8342496,1492.980143
Brazil,BRA,2012,177.7964094,325.7653327,1526.911937
Brazil,BRA,2013,191.6434946,383.8277277,1631.772763
Brazil,BRA,2014,203.7663697,406.5547425,1694.097623
Brazil,BRA,2015,204.9777114,429.3654087,1635.449803
Brazil,BRA,2016,185.14636,370.8788245,1543.338908
Brazil,BRA,2017,192.7068971,376.3202835,1582.784799
Brazil,BRA,2018,185.0561067,358.9079767,1580.683301
Bulgaria,BGR,1965,69.73348,0.562725,43.71547222
Bulgaria,BGR,1966,71.90829,0.839475,49.87410833
Bulgaria,BGR,1967,78.08382,2.555325,62.72245
Bulgaria,BGR,1968,84.82922,3.9114,74.33810833
Bulgaria,BGR,1969,85.28279,4.068225,91.27878889
Bulgaria,BGR,1970,93.28423,3.67155,106.0392431
Bulgaria,BGR,1971,92.07471,2.8765,116.6291225
Bulgaria,BGR,1972,94.9008,1.938,121.2845761
Bulgaria,BGR,1973,95.63349,1.9525,127.8881411
Bulgaria,BGR,1974,94.00529,4.2545,132.9870181
Bulgaria,BGR,1975,98.55262,11.29875,140.9609069
Bulgaria,BGR,1976,91.86537,19.76075,146.4864339
Bulgaria,BGR,1977,91.49321,25.2155,152.2866925
Bulgaria,BGR,1978,97.55244,26.90025,156.7978508
Bulgaria,BGR,1979,100.58787,28.7795,161.5599297
Bulgaria,BGR,1980,105.50736,36.9915,165.0205208
Bulgaria,BGR,1981,107.13556,40.23925,147.0858486
Bulgaria,BGR,1982,112.55514,44.528,142.531875
Bulgaria,BGR,1983,112.12483,46.7895,137.6460297
Bulgaria,BGR,1984,112.29928,49.195,132.1789372
Bulgaria,BGR,1985,117.20714,53.658,122.1393253
Bulgaria,BGR,1986,120.47517,53.2855,128.7469783
Bulgaria,BGR,1987,120.3705,59.423,123.7119544
Bulgaria,BGR,1988,112.13646,57.7245,131.3458672
Bulgaria,BGR,1989,114.45083,59.42325,128.1254594
Bulgaria,BGR,1990,96.05791522,63.0175,117.7614905
Bulgaria,BGR,1991,85.86169651,53.2195,79.62929402
Bulgaria,BGR,1992,90.28905143,47.12125,70.78679814
Bulgaria,BGR,1993,97.20978531,43.84575,76.22958484
Bulgaria,BGR,1994,88.99108528,43.86275,72.11437289
Bulgaria,BGR,1995,89.00214541,52.93925,73.80728279
